order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
8290,461,20,Naan,2025-02-12,17:21:08,Delivered,82.47
8291,330,13,Chicken Pakora,2023-11-26,21:48:35,Pending,334.19
8292,146,16,Chicken Nuggets,2021-05-26,17:36:52,Delivered,1030.94
8293,167,6,Gobi Manchurian,2025-08-14,19:42:56,Delivered,554.56
8294,151,14,Naan,2022-06-22,16:55:41,Cancelled,600.42
8295,419,1,Paneer Bhurji,2025-09-20,02:42:00,Pending,402.93
8296,278,27,Vegetable Pakora,2025-08-01,15:19:20,Cancelled,825.95
8297,76,25,Mutton Korma,2024-05-10,16:46:10,Cancelled,995.88
8298,192,21,Butter Chicken,2021-04-10,07:40:40,Pending,1314.43
8299,350,15,Butter Naan,2025-08-28,03:01:05,Cancelled,1241.29
8300,242,24,Dahi Vada,2023-03-16,19:36:43,Cancelled,978.67
8301,420,8,Dahi Vada,2023-10-18,00:40:23,Delivered,758.24
8302,215,21,Prawn Biryani,2025-03-06,02:39:59,Delivered,1124.08
8303,483,13,Pani Puri,2024-05-21,17:40:30,Cancelled,940.99
8304,341,9,Veg Cutlet,2020-09-30,05:14:39,Cancelled,437.32
8305,282,13,Prawn Curry,2025-12-17,07:16:50,Pending,1285.85
8306,425,7,Chicken Boti,2024-01-25,18:41:54,Delivered,797.21
8307,94,28,Butter Chicken,2024-12-06,02:01:31,Pending,1397.27
8308,392,2,Chicken Tikka,2025-11-22,09:16:28,Delivered,1472.53
8309,217,1,Chicken Saagwala,2025-03-03,06:57:24,Pending,1126.23
8310,275,24,Pav Bhaji,2023-03-19,17:42:47,Cancelled,181.94
8311,353,24,Paneer Tikka,2025-01-21,22:02:35,Cancelled,815.41
8312,227,22,Cheese Naan,2024-07-05,15:16:27,Pending,1295.07
8313,391,20,Paneer Tikka,2025-03-04,06:34:56,Delivered,429.86
8314,151,28,Gobi Manchurian,2023-05-25,14:37:49,Pending,622.92
8315,5,22,Tandoori Roti,2025-11-22,06:07:30,Delivered,1399.0
8316,176,23,Chicken Burger,2024-01-12,15:31:18,Delivered,486.48
8317,273,12,Samosa,2021-01-20,16:42:58,Delivered,905.83
8318,465,2,Aloo Tikki,2021-09-15,12:33:52,Pending,1225.34
8319,60,1,Chicken Burger,2024-12-11,11:37:18,Cancelled,1015.18
8320,208,30,Chicken Korma,2025-10-30,04:16:02,Delivered,799.45
8321,92,18,Rajma Chawal,2025-06-08,04:32:12,Cancelled,218.05
8322,402,1,Kulfi,2024-04-14,09:24:01,Pending,51.48
8323,84,16,Prawn Fry,2025-06-19,13:14:22,Delivered,1121.98
8324,442,12,Butter Chicken,2023-07-28,06:23:18,Pending,447.76
8325,202,17,Chicken Kebabs,2024-03-09,11:33:43,Delivered,1003.7
8326,286,22,Chicken Shawarma,2025-11-17,05:34:58,Pending,52.58
8327,112,12,Vada Pav,2025-11-10,17:43:56,Cancelled,195.96
8328,410,29,Biryani Rice,2024-06-16,14:19:11,Pending,207.83
8329,118,5,Chicken Burger,2021-02-12,22:45:32,Cancelled,112.23
8330,460,15,Chicken Tikka,2023-08-11,09:48:03,Delivered,675.12
8331,20,11,Pani Puri,2025-12-31,21:05:57,Pending,1090.18
8332,119,22,Chicken Lollipop,2023-12-26,22:30:14,Cancelled,997.2
8333,447,9,Masala Chai,2024-08-08,20:17:12,Pending,996.75
8334,71,13,Egg Curry,2024-09-09,08:47:26,Delivered,902.92
8335,243,12,Sambar,2022-08-17,04:19:07,Delivered,1352.53
8336,176,1,Malai Kofta,2023-08-24,05:20:43,Cancelled,1483.91
8337,388,21,Chicken Tandoori,2025-12-26,12:09:41,Cancelled,129.86
8338,6,29,Veg Pulao,2023-02-09,04:15:42,Delivered,1144.88
8339,287,14,Veg Sandwich,2025-08-02,16:32:11,Delivered,1499.1
8340,285,26,Dahi Vada,2024-08-13,05:45:36,Delivered,1290.42
8341,301,7,Masala Chai,2025-03-01,04:51:35,Cancelled,666.83
8342,353,24,Chicken Wings,2025-01-13,22:52:51,Delivered,279.9
8343,212,2,Masala Chai,2024-08-04,16:10:36,Cancelled,1205.76
8344,98,14,Butter Naan,2024-11-24,11:34:54,Pending,1241.25
8345,325,10,Chicken Burger,2025-07-21,01:26:49,Pending,507.25
8346,198,24,Chicken Seekh Kabab,2020-04-28,06:25:35,Pending,1036.03
8347,485,24,Masala Paneer,2025-02-26,02:58:36,Delivered,1363.12
8348,12,4,Vada Pav,2025-02-15,11:03:53,Delivered,1143.49
8349,318,30,Vegetable Pakora,2024-05-18,10:16:48,Delivered,1423.91
8350,332,1,Cheese Naan,2024-01-17,11:28:30,Delivered,1167.39
8351,409,17,Veg Soup,2019-01-11,00:18:24,Delivered,286.17
8352,50,12,Chicken Wings,2025-09-27,00:02:28,Pending,975.78
8353,440,23,Chicken Seekh Kabab,2023-04-02,11:40:40,Cancelled,1440.0
8354,310,3,Paneer Pakora,2020-02-01,17:33:05,Cancelled,752.44
8355,387,22,Egg Biryani,2020-07-31,14:29:52,Delivered,545.27
8356,344,30,Chicken Tikka,2025-05-05,09:51:29,Delivered,728.11
8357,492,6,Pav Bhaji,2023-06-01,20:46:35,Delivered,615.17
8358,247,5,Momos,2025-10-04,01:17:23,Pending,482.24
8359,41,4,Chicken 65,2023-02-25,21:20:06,Cancelled,522.2
8360,184,19,Mutton Korma,2025-10-11,02:32:37,Cancelled,219.57
8361,235,6,Masala Dosa,2025-02-03,19:57:49,Pending,1142.12
8362,298,7,Pakora,2023-11-08,22:42:31,Delivered,282.04
8363,300,12,Chicken Nuggets,2020-10-17,20:41:24,Pending,1198.14
8364,340,17,Chicken Kebabs,2022-03-28,01:09:01,Delivered,919.94
8365,473,10,Chicken Pulao,2024-03-21,17:58:16,Delivered,464.7
8366,305,3,Chicken Tikka,2024-02-04,19:10:39,Pending,1148.45
8367,153,2,Cheese Naan,2025-12-24,07:09:56,Pending,1328.36
8368,49,12,Naan,2024-09-01,01:59:26,Delivered,1105.23
8369,168,28,Butter Chicken,2025-11-07,03:54:39,Delivered,780.58
8370,328,17,Chole Bhature,2021-01-07,14:15:47,Cancelled,1164.07
8371,192,11,Vada Pav,2023-09-24,20:43:22,Cancelled,503.93
8372,419,24,Tandoori Roti,2023-04-18,09:08:57,Delivered,806.77
8373,481,19,Mutton Korma,2021-11-27,01:19:26,Pending,485.44
8374,306,11,Chicken Nuggets,2024-02-05,01:32:54,Pending,1296.2
8375,457,30,Paneer Pakora,2022-05-06,10:53:17,Delivered,70.25
8376,258,18,Egg Curry,2021-01-18,03:45:13,Cancelled,1076.09
8377,360,7,Masala Dosa,2024-05-23,19:56:03,Cancelled,1445.27
8378,124,18,Veg Pulao,2025-03-27,01:57:08,Delivered,922.65
8379,135,17,Sambar,2023-11-17,19:21:55,Delivered,1123.65
8380,36,14,Chicken Korma,2020-12-20,20:21:33,Cancelled,59.19
8381,68,15,Egg Roll,2024-04-01,05:56:49,Cancelled,708.71
8382,378,26,Sambar,2024-01-26,16:16:07,Cancelled,1224.59
8383,432,1,Butter Naan,2024-10-06,00:22:30,Delivered,1278.73
8384,284,19,Gulab Jamun,2021-12-27,22:30:34,Cancelled,1305.62
8385,452,18,Tandoori Roti,2023-01-24,08:59:39,Delivered,339.64
8386,182,28,Veg Soup,2018-10-15,00:56:25,Delivered,1026.02
8387,45,12,Samosa,2024-12-13,07:07:21,Delivered,818.45
8388,422,13,Aloo Gobi,2025-09-05,18:02:39,Cancelled,1098.62
8389,361,1,Fish Fry,2024-02-29,17:24:07,Cancelled,1403.41
8390,31,6,Paneer Pakora,2022-11-30,13:16:23,Cancelled,226.35
8391,294,20,Corn Bhel,2025-10-30,07:32:00,Pending,1394.51
8392,254,12,Prawn Fry,2025-01-27,11:40:00,Pending,714.41
8393,238,29,Dahi Vada,2023-09-25,13:50:36,Cancelled,215.2
8394,118,23,Paneer Tikka,2022-10-04,03:55:31,Cancelled,877.42
8395,245,7,Chicken Tikka,2024-01-24,10:08:41,Cancelled,1001.39
8396,150,13,Butter Garlic Naan,2022-11-11,15:27:44,Delivered,1081.11
8397,224,15,Vada Pav,2022-07-16,17:05:11,Delivered,1108.11
8398,254,25,Mutton Curry,2024-12-09,00:20:58,Pending,1083.12
8399,215,7,Aloo Paratha,2023-10-10,14:30:10,Cancelled,1406.64
8400,88,8,Chole Bhature,2023-01-24,11:40:48,Pending,1494.95
8401,165,22,Chicken Pakora,2025-05-01,02:56:20,Delivered,1401.12
8402,72,14,Chutney,2025-02-05,12:55:28,Cancelled,1119.96
8403,96,20,Rajma Chawal,2025-10-25,21:46:55,Cancelled,874.1
8404,28,12,Pesarattu,2023-07-08,09:57:42,Pending,1018.84
8405,447,9,Chutney,2024-12-30,14:51:22,Pending,125.44
8406,342,8,Chicken Lollipop,2024-07-15,22:13:36,Cancelled,855.75
8407,108,16,Kheer,2022-07-26,22:01:33,Cancelled,318.81
8408,397,11,Chicken Burger,2023-08-30,08:52:59,Delivered,844.75
8409,474,28,Chicken Lollipop,2025-10-17,17:05:56,Cancelled,595.07
8410,17,26,Chicken Pulao,2024-12-10,06:18:16,Delivered,906.89
8411,92,6,Corn Bhel,2024-05-31,18:05:50,Delivered,121.91
8412,349,22,Palak Paneer,2020-01-28,09:48:32,Cancelled,320.0
8413,284,18,Chicken Saagwala,2024-09-26,21:10:06,Delivered,375.99
8414,241,15,Veg Thali,2020-12-28,12:10:35,Cancelled,1238.27
8415,249,22,Kadai Chicken,2022-12-02,08:04:40,Pending,1411.66
8416,197,11,Chicken Roll,2024-11-13,20:36:21,Pending,942.35
8417,402,25,Chicken Tandoori,2025-11-27,11:18:10,Delivered,1206.96
8418,293,16,Upma,2024-10-27,02:08:00,Delivered,206.45
8419,402,10,Chicken Fry,2024-11-22,15:02:18,Pending,680.64
8420,269,7,Vada Pav,2025-11-03,18:35:36,Delivered,1406.25
8421,158,29,Aloo Tikki,2025-01-12,09:56:40,Pending,1051.1
8422,150,3,Egg Biryani,2021-05-10,09:22:06,Cancelled,176.48
8423,187,19,Dal Makhani,2021-06-06,01:18:53,Pending,801.03
8424,2,7,Momos,2024-01-03,15:59:18,Pending,545.85
8425,162,18,Chicken Pakora,2024-11-20,19:17:59,Pending,646.91
8426,89,9,Chicken Pakora,2021-05-19,09:33:55,Pending,427.85
8427,168,8,Gajar Halwa,2024-11-14,20:21:44,Cancelled,922.72
8428,74,17,Tandoori Roti,2025-07-30,05:10:19,Delivered,1332.94
8429,181,9,Chicken Kebabs,2025-02-01,16:23:30,Pending,716.43
8430,2,19,Vegetable Curry,2023-02-01,21:21:13,Cancelled,1378.19
8431,202,19,Paneer Butter Masala,2021-08-31,05:06:58,Pending,906.48
8432,74,13,Tikka Masala,2025-05-28,06:30:41,Cancelled,790.89
8433,108,22,Fish Tikka,2022-09-05,10:21:44,Delivered,904.43
8434,136,3,Masala Dosa,2022-10-28,06:08:41,Cancelled,483.38
8435,122,4,Fish Fry,2025-06-23,21:11:28,Pending,112.79
8436,90,15,Vada Pav,2024-06-24,09:04:19,Delivered,972.27
8437,411,23,Chicken Tandoori,2024-11-16,09:08:51,Cancelled,1134.94
8438,163,4,Aloo Paratha,2025-11-10,06:20:30,Pending,301.66
8439,6,19,Chutney,2021-04-10,07:47:05,Delivered,448.87
8440,348,30,Veg Cutlet,2025-08-01,13:59:51,Cancelled,342.94
8441,61,25,Biryani Rice,2021-05-22,10:17:36,Pending,959.74
8442,434,21,Pulao,2025-08-10,07:08:09,Cancelled,186.38
8443,120,15,Prawn Fry,2025-07-19,00:37:35,Cancelled,530.74
8444,116,16,Lassi,2020-07-26,16:27:48,Pending,129.14
8445,87,27,Malai Kofta,2022-10-29,11:35:23,Cancelled,884.76
8446,298,20,Chicken Lollipop,2025-02-25,21:35:12,Cancelled,980.52
8447,465,28,Veg Manchurian,2022-01-09,17:23:26,Delivered,847.89
8448,137,19,Dahi Vada,2024-09-16,15:29:01,Cancelled,980.11
8449,37,30,Vegetable Curry,2025-03-29,12:39:14,Delivered,420.29
8450,107,4,Malabar Parotta,2025-12-28,21:18:17,Delivered,555.32
8451,244,15,Kulfi,2021-11-09,09:09:03,Delivered,898.6
8452,20,5,Tandoori Fish,2024-08-16,09:37:58,Pending,449.73
8453,375,22,Chicken Soup,2025-01-18,12:15:03,Pending,361.76
8454,254,28,Kachori,2025-01-23,03:50:05,Cancelled,398.56
8455,195,26,Veg Sandwich,2020-11-04,15:58:37,Cancelled,1081.52
8456,471,27,Masala Chai,2023-09-22,21:54:25,Delivered,733.2
8457,301,14,Prawn Biryani,2021-06-03,09:28:29,Cancelled,747.89
8458,100,9,Rogan Josh,2024-05-02,13:23:38,Delivered,1120.16
8459,80,25,Pakora,2022-04-08,10:21:20,Cancelled,188.39
8460,337,15,Chicken Lollipop,2024-10-09,15:04:57,Pending,392.68
8461,428,1,Pav Bhaji,2024-02-24,11:26:04,Delivered,1168.13
8462,490,28,Masala Chai,2023-03-20,18:37:31,Delivered,1287.48
8463,27,18,Gobi Manchurian,2021-03-29,06:53:42,Delivered,539.89
8464,333,17,Dahi Vada,2025-01-30,20:07:25,Delivered,1212.49
8465,38,27,Veg Pulao,2022-07-09,21:17:06,Pending,331.15
8466,229,12,Pakora,2021-03-22,12:47:20,Cancelled,168.25
8467,486,1,Palak Paneer,2024-08-14,14:28:37,Cancelled,636.54
8468,282,11,Veg Sandwich,2025-09-07,12:26:37,Delivered,1037.73
8469,169,19,Corn Bhel,2024-10-14,11:43:14,Pending,608.66
8470,259,12,Kofta Curry,2020-05-30,08:50:52,Pending,63.2
8471,292,22,Veg Fried Rice,2025-07-10,22:47:19,Pending,441.44
8472,362,4,Pav Bhaji,2022-07-10,05:35:28,Delivered,868.71
8473,169,3,Rava Idli,2024-12-25,18:27:49,Cancelled,700.01
8474,310,22,Fish Curry,2022-06-26,02:12:27,Pending,748.94
8475,286,4,Samosa,2024-12-20,21:55:51,Delivered,676.94
8476,449,12,Tikka Masala,2021-02-16,22:00:30,Pending,131.95
8477,81,11,Chicken Seekh Kabab,2023-08-07,18:15:16,Cancelled,1124.44
8478,241,21,Gulab Jamun,2021-12-30,19:22:05,Cancelled,181.52
8479,296,30,Egg Biryani,2023-02-07,13:19:49,Delivered,1383.35
8480,109,11,Masala Omelette,2024-08-16,05:46:41,Pending,161.8
8481,157,1,Chutney,2024-05-21,11:05:45,Pending,1433.71
8482,37,19,Fish Curry,2022-09-25,11:21:53,Pending,1077.42
8483,55,20,Veg Fried Rice,2023-05-23,20:03:45,Pending,454.73
8484,75,20,Prawn Curry,2023-08-24,01:37:31,Pending,1297.15
8485,415,19,Veg Cutlet,2022-06-19,08:21:50,Pending,1035.33
8486,255,2,Pulao,2025-06-12,00:33:41,Cancelled,988.98
8487,397,30,Veg Pulao,2025-08-10,03:07:15,Delivered,1377.24
8488,192,26,Chicken Wings,2023-04-01,13:51:36,Delivered,1462.08
8489,277,30,Masala Papad,2025-11-28,02:18:47,Cancelled,476.01
8490,15,26,Fish Curry,2023-09-17,22:13:01,Delivered,1250.3
8491,150,5,Prawn Curry,2022-05-10,16:27:16,Delivered,1296.05
8492,159,21,Tandoori Chicken,2024-06-05,00:59:46,Cancelled,1495.68
8493,101,9,Chicken Pulao,2022-04-07,14:57:57,Cancelled,1145.7
8494,39,20,Biryani Rice,2025-02-03,05:47:51,Cancelled,1397.15
8495,460,2,Malai Kofta,2022-09-21,01:10:52,Delivered,510.02
8496,125,8,Paneer Bhurji,2025-10-26,12:23:01,Cancelled,365.91
8497,128,4,Dahi Vada,2020-10-25,16:28:05,Delivered,525.24
8498,116,24,Butter Chicken,2022-05-30,15:22:43,Delivered,700.68
8499,300,8,Chicken Pakora,2019-11-11,08:53:40,Cancelled,1482.7
8500,433,26,Mutton Korma,2025-12-06,08:42:43,Pending,1481.88
8501,86,6,Palak Kofta,2024-07-14,17:26:09,Cancelled,321.05
8502,238,9,Chicken Shawarma,2024-09-17,01:14:49,Pending,774.19
8503,388,24,Chole Bhature,2023-03-07,16:48:05,Pending,992.66
8504,425,8,Mutton Korma,2023-10-28,13:02:12,Cancelled,972.16
8505,154,27,Chicken Wings,2023-07-20,00:12:20,Pending,70.08
8506,126,28,Chicken Curry,2022-04-15,13:55:14,Pending,1438.26
8507,81,28,Nihari,2024-08-25,08:18:54,Delivered,886.79
8508,309,22,Egg Curry,2023-08-17,12:22:11,Cancelled,898.62
8509,161,17,Chicken Seekh Kabab,2025-12-15,22:11:31,Cancelled,229.55
8510,485,9,Idli,2025-02-07,04:28:22,Cancelled,916.74
8511,21,6,Chicken Tandoori,2025-09-24,03:43:07,Pending,339.82
8512,198,30,Aloo Paratha,2023-03-01,15:13:18,Delivered,1072.43
8513,245,17,Chicken Pakora,2024-12-17,10:49:42,Cancelled,742.19
8514,294,16,Aloo Paratha,2025-07-27,12:52:28,Cancelled,1029.25
8515,370,21,Chicken Kebabs,2024-03-18,20:55:46,Delivered,1415.43
8516,214,14,Masala Paneer,2024-03-05,02:46:28,Delivered,1468.84
8517,464,29,Biryani Rice,2025-10-22,01:26:02,Cancelled,558.05
8518,476,29,Chicken Shawarma,2024-02-13,07:10:41,Cancelled,582.03
8519,187,9,Egg Roll,2023-08-01,20:21:08,Cancelled,1455.84
8520,60,30,Paneer Masala,2021-03-04,21:14:13,Cancelled,929.35
8521,320,14,Dahi Vada,2025-03-23,17:40:41,Cancelled,1295.85
8522,76,20,Fish Fry,2024-01-24,12:36:49,Delivered,141.07
8523,328,24,Rogan Josh,2019-04-21,11:16:57,Pending,984.14
8524,121,25,Prawn Biryani,2023-08-25,02:26:48,Pending,936.56
8525,272,23,Aloo Tikki,2023-07-14,16:45:08,Delivered,376.27
8526,105,5,Pakora,2023-06-04,21:11:18,Cancelled,877.9
8527,120,5,Rogan Josh,2023-07-29,18:33:13,Pending,1230.62
8528,155,27,Paneer Tikka,2025-05-19,05:16:15,Cancelled,1149.04
8529,185,14,Chicken Korma,2025-07-30,07:52:32,Cancelled,993.03
8530,159,19,Kadai Chicken,2025-03-14,04:32:02,Delivered,1228.73
8531,417,6,Bhindi Masala,2022-12-17,15:39:41,Delivered,168.61
8532,206,27,Bhindi Masala,2025-03-03,05:16:01,Pending,147.77
8533,185,2,Masala Dosa,2025-07-17,02:22:42,Pending,1375.94
8534,5,20,Fish Tikka,2023-08-06,18:13:21,Delivered,972.98
8535,147,13,Idli,2023-03-07,17:42:08,Cancelled,770.11
8536,13,1,Tandoori Roti,2022-08-07,00:41:25,Delivered,1137.49
8537,207,11,Mutton Biryani,2023-10-28,00:54:08,Cancelled,1479.71
8538,251,18,Pesarattu,2021-01-04,14:48:51,Cancelled,238.64
8539,349,18,Mutton Korma,2020-11-20,20:05:00,Pending,1085.45
8540,446,4,Dal Makhani,2024-07-31,14:50:17,Pending,1050.89
8541,99,8,Sambar,2023-01-06,19:16:09,Pending,488.03
8542,208,16,Naan,2024-05-06,02:18:16,Pending,812.31
8543,73,1,Chicken Kebabs,2023-04-08,08:29:29,Cancelled,798.41
8544,109,4,Masala Omelette,2021-04-03,15:58:29,Pending,291.0
8545,463,12,Chicken Korma,2021-10-31,13:55:12,Cancelled,744.7
8546,24,17,Chicken Shawarma,2022-07-13,11:55:45,Delivered,1005.72
8547,134,9,Dal Tadka,2025-08-01,13:17:58,Pending,1438.5
8548,45,21,Chicken Roll,2025-02-01,16:28:24,Delivered,962.86
8549,244,28,Palak Kofta,2021-09-15,11:00:22,Pending,414.7
8550,390,11,Prawn Biryani,2020-02-24,12:40:55,Cancelled,413.5
8551,234,14,Chicken Lollipop,2023-12-31,08:36:58,Delivered,1272.95
8552,187,2,Fish Tikka,2019-10-26,07:35:28,Delivered,1468.97
8553,106,13,Chicken Tandoori,2022-02-14,16:19:05,Pending,1042.98
8554,456,29,Paneer Butter Masala,2023-09-25,17:25:45,Delivered,670.7
8555,210,29,Egg Curry,2025-12-10,16:22:45,Pending,134.48
8556,168,4,Biryani Rice,2022-07-20,06:05:59,Delivered,700.16
8557,398,16,Lassi,2025-10-01,02:17:34,Delivered,151.97
8558,170,28,Chicken Curry,2025-07-27,16:17:16,Pending,683.07
8559,335,16,Naan,2021-11-04,06:06:41,Delivered,814.02
8560,242,14,Dal Makhani,2021-03-13,12:02:19,Pending,164.85
8561,263,2,Chicken Korma,2025-08-07,10:25:21,Delivered,195.39
8562,181,23,Stuffed Paratha,2023-09-21,10:31:19,Delivered,1003.81
8563,248,28,Gulab Jamun,2020-08-23,14:02:14,Cancelled,299.27
8564,246,4,Aloo Paratha,2025-11-11,05:53:30,Cancelled,1408.17
8565,242,15,Chicken Salad,2021-08-10,18:50:42,Pending,1485.94
8566,122,1,Paneer Masala,2024-12-08,03:19:00,Pending,274.55
8567,382,11,Kadai Chicken,2023-08-12,14:11:03,Delivered,418.7
8568,227,2,Aloo Gobi,2025-06-24,15:05:07,Delivered,960.15
8569,447,2,Veg Pulao,2025-12-17,09:13:14,Cancelled,714.25
8570,44,26,Chicken Fry,2024-04-21,07:11:47,Delivered,650.38
8571,25,22,Chicken Roll,2025-12-20,19:15:06,Pending,53.93
8572,168,2,Gobi Manchurian,2025-11-30,14:17:36,Pending,1349.87
8573,314,16,Chicken Kebabs,2025-05-19,03:40:00,Pending,991.85
8574,234,28,Prawn Biryani,2024-03-06,06:32:36,Delivered,1310.25
8575,138,20,Fish Fry,2023-11-02,08:40:41,Pending,270.96
8576,455,2,Dahi Vada,2022-10-19,09:10:56,Cancelled,1166.13
8577,95,5,Masala Paneer,2022-06-08,05:09:00,Delivered,794.95
8578,390,13,Aloo Gobi,2021-12-24,00:24:30,Delivered,722.58
8579,112,11,Veg Pulao,2024-01-01,19:56:45,Cancelled,735.23
8580,363,21,Chutney,2019-12-20,00:28:09,Delivered,1410.48
8581,293,26,Chicken Nuggets,2020-04-22,09:09:15,Pending,408.39
8582,245,13,Bhel Puri,2025-01-11,13:23:03,Cancelled,1265.94
8583,138,13,Tandoori Chicken,2022-01-01,20:24:16,Pending,612.02
8584,59,2,Chicken Lollipop,2024-09-21,01:56:45,Delivered,868.55
8585,344,11,Pav Bhaji,2024-11-02,14:50:48,Cancelled,1488.71
8586,452,18,Dahi Vada,2022-12-16,17:10:38,Cancelled,1069.44
8587,423,28,Tikka Masala,2023-12-10,21:21:45,Delivered,1479.5
8588,423,7,Vegetable Pakora,2020-04-19,21:21:04,Pending,1432.46
8589,288,3,Gajar Halwa,2022-01-07,08:35:22,Pending,1158.15
8590,365,21,Rava Idli,2024-08-10,15:54:43,Cancelled,1337.51
8591,82,20,Pav Bhaji,2022-12-24,13:55:21,Delivered,569.22
8592,106,1,Paneer Butter Masala,2025-09-21,14:26:34,Pending,651.1
8593,265,6,Kulfi,2025-08-17,04:06:54,Pending,1489.52
8594,27,27,Aloo Gobi,2021-08-30,10:26:38,Cancelled,1363.36
8595,188,19,Tandoori Roti,2022-09-29,03:34:54,Delivered,493.04
8596,212,12,Biryani Rice,2025-03-20,18:42:11,Cancelled,648.68
8597,369,12,Prawn Fry,2021-08-30,04:11:33,Delivered,1237.89
8598,327,11,Butter Naan,2022-10-11,03:58:17,Cancelled,1364.7
8599,426,12,Masala Chai,2019-05-26,07:00:57,Cancelled,1128.22
8600,65,26,Chicken Seekh Kabab,2018-09-06,14:16:47,Delivered,527.74
8601,312,10,Pesarattu,2022-05-31,22:30:49,Delivered,1230.36
8602,450,27,Kadai Chicken,2025-12-26,10:48:51,Pending,779.07
8603,290,19,Tandoori Chicken,2023-08-03,13:36:11,Pending,508.21
8604,147,24,Rogan Josh,2025-03-08,16:13:22,Cancelled,433.28
8605,485,2,Paneer Bhurji,2024-05-14,12:53:45,Delivered,408.36
8606,421,28,Masala Papad,2023-05-22,08:10:47,Delivered,225.82
8607,323,6,Veg Fried Rice,2024-04-19,18:21:39,Cancelled,1011.12
8608,22,27,Lassi,2024-06-22,02:04:03,Delivered,822.98
8609,196,9,Mutton Biryani,2019-05-03,00:49:40,Cancelled,607.46
8610,374,15,Kachori,2023-06-14,02:52:37,Delivered,832.42
8611,132,22,Malai Kofta,2020-10-12,03:54:38,Delivered,176.89
8612,334,20,Chicken Pulao,2022-01-18,00:10:12,Delivered,304.51
8613,290,6,Veg Sandwich,2023-09-06,14:46:26,Delivered,320.62
8614,220,6,Chicken Shawarma,2021-10-07,08:51:22,Delivered,224.84
8615,291,30,Aloo Gobi,2021-08-06,10:42:15,Pending,762.36
8616,445,27,Chicken Soup,2024-11-05,11:21:49,Delivered,601.63
8617,468,29,Tandoori Fish,2023-12-16,22:02:50,Cancelled,527.92
8618,152,9,Bhel Puri,2024-07-07,22:17:57,Cancelled,444.36
8619,64,5,Dahi Vada,2025-07-03,18:41:22,Cancelled,378.78
8620,87,11,Aloo Gobi,2022-02-28,01:07:50,Delivered,772.49
8621,245,11,Chicken Curry,2022-07-15,08:46:52,Cancelled,1360.97
8622,279,2,Chapati,2025-09-06,04:29:15,Cancelled,79.93
8623,223,24,Mutton Biryani,2024-09-14,16:25:06,Delivered,1436.9
8624,349,17,Fish Tikka,2020-06-14,09:42:10,Cancelled,690.13
8625,344,12,Veg Thali,2024-04-26,19:47:33,Cancelled,400.76
8626,443,22,Veg Sandwich,2021-08-07,20:28:08,Cancelled,302.65
8627,153,10,Malai Kofta,2023-08-29,22:38:21,Cancelled,235.46
8628,349,28,Prawn Fry,2021-06-11,13:21:38,Cancelled,1165.46
8629,265,23,Masala Chai,2023-10-04,00:10:25,Pending,589.1
8630,6,16,Momos,2024-01-07,03:31:58,Delivered,851.11
8631,422,6,Stuffed Paratha,2025-06-26,13:35:05,Cancelled,138.16
8632,474,26,Mutton Korma,2023-10-25,19:54:23,Pending,829.23
8633,465,19,Egg Curry,2021-12-27,20:38:36,Delivered,1396.66
8634,143,12,Egg Roll,2025-12-09,14:31:58,Pending,112.53
8635,163,3,Naan,2025-02-21,09:10:32,Delivered,999.47
8636,220,12,Idli,2025-08-09,00:02:49,Cancelled,586.39
8637,457,23,Egg Curry,2025-07-18,14:43:49,Cancelled,1276.44
8638,432,12,Chicken Roll,2023-02-28,08:40:47,Pending,123.21
8639,191,26,Biryani Rice,2022-12-02,14:02:53,Pending,329.34
8640,223,13,Cheese Naan,2024-06-10,16:13:54,Pending,1310.99
8641,410,10,Chicken Wings,2023-05-29,14:04:24,Pending,911.81
8642,476,10,Masala Chai,2023-09-21,13:03:11,Cancelled,110.66
8643,283,6,Chicken Lollipop,2021-02-02,20:09:18,Delivered,579.38
8644,111,4,Aloo Paratha,2023-07-07,02:10:34,Delivered,290.89
8645,53,30,Corn Bhel,2023-06-19,02:10:10,Delivered,1019.35
8646,306,4,Chicken Boti,2025-11-02,07:41:49,Cancelled,1131.67
8647,213,17,Chicken 65,2020-10-07,18:13:56,Delivered,494.92
8648,191,10,Dal Tadka,2022-07-13,20:18:38,Delivered,172.05
8649,448,4,Veg Pulao,2024-11-14,02:46:48,Pending,713.49
8650,500,23,Sambar,2022-04-07,19:25:06,Delivered,550.73
8651,244,28,Pulao,2020-12-01,11:51:48,Cancelled,525.45
8652,312,5,Samosa,2019-07-12,01:05:03,Delivered,327.04
8653,461,27,Fish Tikka,2025-05-27,16:38:16,Pending,295.73
8654,273,3,Pav Bhaji,2020-04-26,16:01:40,Pending,530.31
8655,154,17,Chicken Biryani,2024-12-28,00:54:20,Pending,1367.21
8656,63,14,Chicken Korma,2025-05-09,12:01:35,Cancelled,672.94
8657,314,28,Pesarattu,2024-04-10,07:10:37,Delivered,139.27
8658,297,7,Sambar,2022-12-06,13:21:57,Delivered,568.73
8659,231,13,Chicken Lollipop,2023-08-11,13:49:48,Pending,724.94
8660,425,4,Prawn Biryani,2024-11-15,03:39:01,Delivered,400.33
8661,185,4,Chutney,2023-11-05,17:54:08,Cancelled,1369.61
